,name,style,brewery_id,id,abv,ibu,ounces
377,Post Time Kölsch,Kölsch,195,2204,0.05,,16.0
378,Agave Wheat,American Pale Wheat Ale,391,1522,0.042,9.0,12.0
379,SummerBright Ale,American Pale Wheat Ale,391,397,0.045,15.0,12.0
380,Lucky U IPA,American IPA,391,193,0.062,68.0,12.0
381,Avalanche Ale,American Amber / Red Ale,391,83,0.054000000000000006,19.0,12.0
382,"You're My Boy, Blue",Fruit / Vegetable Beer,308,1802,0.05,,12.0
383,Last Stop IPA,American IPA,308,1801,0.07200000000000001,60.0,12.0
384,Rollin Dirty Red Ale,Irish Red Ale,308,1800,0.05,21.0,12.0
385,Are Wheat There Yet?,American Pale Wheat Ale,308,1799,0.055,28.0,12.0
386,Insert Hop Reference,American Pale Ale (APA),19,2619,0.058,,16.0
387,Manitou Amber,American Amber / Red Ale,85,2468,0.053,,16.0
388,Belfort,Saison / Farmhouse Ale,10,2637,0.067,,16.0
389,Star Runner,Belgian Pale Ale,10,2636,0.06,,16.0
390,Tart Side of the Barrel,American Double / Imperial Stout,10,2598,0.098,,16.0
391,Linnaeus Mango IPA,American IPA,10,2597,0.06,,16.0
392,Beasts A'Burnin',Rauchbier,10,2548,0.07,,16.0
393,Verdun,Bière de Garde,10,2542,0.077,,16.0
394,Barrel Aged Triomphe,Belgian IPA,10,2541,0.065,,16.0
395,Cherry Doppelbock,Doppelbock,10,2504,0.065,,16.0
396,Tropical Saison,Saison / Farmhouse Ale,10,2500,0.065,,16.0
397,Beach Patrol,Witbier,10,2499,0.065,,16.0
398,Nuit Serpent,Belgian IPA,10,2498,0.05,,16.0
399,Paris,Saison / Farmhouse Ale,10,2481,0.09,,16.0
400,The Grand Army,Belgian IPA,10,2476,0.055,,16.0
401,Acidulated Trip,Saison / Farmhouse Ale,10,2467,0.059,,16.0
402,Root Stock,Rye Beer,10,2466,0.066,,16.0
403,Mind Games,Dunkelweizen,10,2465,0.041,,16.0
404,Sous Chef,Belgian Strong Pale Ale,10,2433,0.08199999999999999,,16.0
405,Dubbelicious,Dubbel,10,2418,0.065,,16.0
406,Psychopomp,Belgian Dark Ale,10,2416,0.062,,16.0
407,Fat Paczki,Belgian Dark Ale,10,2382,,,16.0
408,Earth-Like Planets,Belgian Pale Ale,10,2381,,,16.0
409,Ski Patrol,Witbier,10,2290,0.061,,16.0
410,Viking Ice Hole,Oatmeal Stout,10,2241,0.063,,16.0
411,Rye Porter,American Porter,10,2240,0.056,,16.0
412,Wizard Burial Ground,Quadrupel (Quad),10,2137,0.099,,16.0
413,Smoky Wheat,Rauchbier,10,2101,0.051,,16.0
414,BRIPA,Belgian IPA,10,2092,0.062,,16.0
415,Mela,Belgian Dark Ale,10,2091,0.062,,16.0
416,W.I.P.A Snappa,Belgian IPA,10,2086,0.053,,16.0
417,Pepper in the Rye,Rye Beer,10,2023,0.063,,16.0
418,Moe Lasses',American Stout,10,2006,0.064,,16.0
419,Pumpkin Tart,Fruit / Vegetable Beer,10,1997,0.07,,16.0
420,Undertaker,Belgian Dark Ale,10,1977,0.067,,16.0
421,Undertaker (2014),Belgian Dark Ale,10,1976,0.067,,16.0
422,Coq D'Or,Belgian Pale Ale,10,1974,0.05,,16.0
423,North French,Bière de Garde,10,1973,0.06,,16.0
424,Agent a Deux,Belgian Dark Ale,10,1959,0.065,,16.0
425,Belgian Wit,Witbier,10,1958,0.045,,16.0
426,Pothole Stout,American Stout,10,1949,0.063,,16.0
427,Tree Bucket,Belgian IPA,10,1947,0.093,,16.0
428,Le Flaneur Ale,American Wild Ale,10,1785,0.073,,16.0
429,Maize & Blueberry,Fruit / Vegetable Beer,10,1651,0.056,,16.0
430,Trebuchet Double IPA,American Double / Imperial IPA,10,1443,0.093,,16.0
431,Contemplation,Bière de Garde,10,1352,0.065,,16.0
432,Black Rabbit,American Black Ale,10,1267,0.05,,16.0
433,Zaison,Saison / Farmhouse Ale,10,1266,0.09,,16.0
434,Vivant Tripel,Tripel,10,1178,0.08199999999999999,,16.0
435,Tart Side of the Moon,Belgian Dark Ale,10,1136,0.098,,16.0
436,Big Red Coq,American Amber / Red Ale,10,1044,0.06,,16.0
437,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),10,1033,0.099,,16.0
438,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,10,1031,0.095,,16.0
439,Escoffier Bretta Ale,American Wild Ale,10,909,0.092,,16.0
440,Contemplation (2012),Bière de Garde,10,873,0.065,,16.0
441,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10,860,0.099,,16.0
442,Big Red Coq (2012),American Amber / Red Ale,10,677,0.062,,16.0
443,Zaison (2012),Saison / Farmhouse Ale,10,671,0.09,,16.0
444,Vivant Tripel (2012),Tripel,10,670,0.092,,16.0
445,Trebuchet Double IPA (2012),Belgian IPA,10,669,0.097,,16.0
446,Kludde,Belgian Strong Dark Ale,10,627,0.085,,16.0
447,Farm Hand,Saison / Farmhouse Ale,10,387,0.055,,16.0
448,Solitude,Belgian Pale Ale,10,385,0.06,,16.0
449,Triomphe,Belgian IPA,10,384,0.065,,16.0
450,Tampa Pale Ale,American Pale Ale (APA),467,1096,,,12.0
451,Orange Grove Wheat Ale,American Pale Wheat Ale,467,1095,,,12.0
452,Broad Brook Ale,American Amber / Red Ale,89,2456,0.061,,16.0
453,Northern Lights Amber Ale,American Amber / Red Ale,493,921,0.05,15.0,12.0
454,Polar Pale Ale,American Pale Ale (APA),493,920,0.052000000000000005,17.0,12.0
455,Chugach Session Ale,Cream Ale,493,919,0.048,,12.0
456,Fairweather IPA,American IPA,493,648,0.061,64.0,12.0
457,East India Pale Ale,English India Pale Ale (IPA),437,1279,0.068,47.0,16.0
458,Brooklyn Summer Ale,English Pale Mild Ale,437,756,0.045,,12.0
459,East India Pale Ale,English India Pale Ale (IPA),437,566,0.068,47.0,12.0
460,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,328,0.045,,12.0
461,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,66,0.052000000000000005,,16.0
462,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,65,0.052000000000000005,,12.0
463,Tour de Nez Belgian IPA (Current),Belgian IPA,530,538,0.08,,16.0
464,Roler Bock (Current),Maibock / Helles Bock,530,504,,,16.0
465,Black Adder IBA (Current),American Black Ale,530,383,0.073,85.0,16.0
466,Very Noddy Lager (Current),Schwarzbier,530,29,0.099,,16.0
467,Tule Duck Red Ale (Current),American Amber / Red Ale,530,28,0.062,42.0,16.0
468,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,27,0.058,35.0,16.0
469,Black Noddy Lager (Current),Schwarzbier,530,26,0.052000000000000005,40.0,16.0
470,Cleveland Beer Week 2013,Munich Helles Lager,357,1627,0.053,,16.0
471,Painted Turtle,American Pale Ale (APA),56,2552,0.045,,12.0
472,1836,American Blonde Ale,214,2125,0.06,40.0,12.0
473,Summer's Wit,Witbier,214,2124,0.06,20.0,12.0
474,More Cowbell,American Double / Imperial IPA,214,2123,0.09,118.0,16.0
475,Wrath of Pele,American Brown Ale,24,2608,0.065,,16.0
476,Black Beer'd,American Black Ale,24,2607,0.068,,16.0
477,Mr. Tea,Fruit / Vegetable Beer,24,2606,0.078,,24.0
478,Pale Alement,American Pale Ale (APA),24,2478,0.055,40.0,12.0
479,Hopkick Dropkick,American Double / Imperial IPA,24,2471,0.099,115.0,12.0
480,Kreamed Corn,Cream Ale,24,2470,0.06,,12.0
481,Coconoats,American Pale Wheat Ale,24,2464,0.065,,16.0
482,Joey Wheat,American Pale Wheat Ale,24,2160,0.068,16.0,16.0
483,3:33 Black IPA,American IPA,24,2158,0.07200000000000001,86.0,16.0
484,MCA,American IPA,24,2072,0.068,,16.0
485,Pale Alement,American Pale Ale (APA),24,2054,0.055,40.0,16.0
486,Couch Select Lager,American Pale Lager,197,2196,0.05,14.0,12.0
487,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,668,0.056,36.0,12.0
488,Heinnieweisse Weissebier,Hefeweizen,556,52,0.049,,12.0
489,Snapperhead IPA,American IPA,556,51,0.068,,12.0
490,Moo Thunder Stout,Milk / Sweet Stout,556,50,0.049,,12.0
491,Porkslap Pale Ale,American Pale Ale (APA),556,49,0.043,,12.0
492,Blackbeard,American Double / Imperial Stout,5,2657,0.093,,12.0
493,Rye Knot,American Brown Ale,5,2656,0.062,,12.0
494,Dead Arm,American Pale Ale (APA),5,2655,0.06,,12.0
495,32°/50° Kölsch ,Kölsch,5,2654,0.048,,16.0
496,HopArt,American IPA,5,2653,0.077,,16.0
497,Boy King,American Double / Imperial IPA,5,2652,0.097,,16.0
498,Gran Sport,American Porter,182,2252,0.052000000000000005,,16.0
499,Horny Toad Cerveza,American Blonde Ale,182,2214,0.053,25.0,16.0
500,Native Amber,American Amber / Red Ale,182,2213,0.063,35.0,16.0
501,F5 IPA,American IPA,182,1442,0.068,100.0,16.0
502,Native Amber (2013),American Amber / Red Ale,182,170,0.063,35.0,16.0
503,Horny Toad Cerveza (2013),American Blonde Ale,182,169,0.053,25.0,16.0
504,Hopportunity Knocks IPA,American IPA,155,2315,0.068,100.0,12.0
505,Pilot Rock Porter,American Porter,155,1808,0.06,,12.0
506,Caldera Pale Ale,American Pale Ale (APA),155,1419,0.056,55.0,12.0
507,Lawnmower Lager,American Adjunct Lager,155,878,0.039,16.0,12.0
508,Ashland Amber Ale (2009),American Amber / Red Ale,155,794,0.054000000000000006,24.0,12.0
509,Caldera IPA (2009),American IPA,155,793,0.061,94.0,12.0
510,Caldera IPA (2007),American IPA,155,792,0.061,94.0,12.0
511,Caldera Pale Ale (2010),American Pale Ale (APA),155,791,0.056,55.0,12.0
512,Caldera Pale Ale (2009),American Pale Ale (APA),155,790,0.056,55.0,12.0
513,Caldera Pale Ale (2005),American Pale Ale (APA),155,789,0.056,55.0,12.0
514,Caldera Pale Ale (2007),American Pale Ale (APA),155,788,0.056,55.0,12.0
515,Caldera Pale Ale (2011),American Pale Ale (APA),155,38,0.056,55.0,12.0
516,Ashland Amber Ale,American Amber / Red Ale,155,37,0.054000000000000006,24.0,12.0
517,Caldera IPA,American IPA,155,36,0.061,94.0,12.0
518,Remain in Light,American Pilsner,178,2257,0.05,,12.0
519,Flower Child (2014),American IPA,178,2256,0.065,,12.0
520,THP White (2006),Witbier,497,870,,,12.0
521,THP Amber (2006),American Amber / Red Ale,497,869,,,12.0
522,THP Light (2006),American Blonde Ale,497,868,,,12.0
523,THP Dark (2006),English Dark Mild Ale,497,867,,,12.0
524,Imperial Pumpkin Stout,Pumpkin Ale,230,2068,0.099,43.0,16.0
525,Dead-Eye DIPA,American Double / Imperial IPA,230,2067,0.09,130.0,16.0
526,Fisherman's IPA,American IPA,230,2066,0.055,64.0,12.0
527,Fisherman's Pils,German Pilsener,230,2065,0.054000000000000006,35.0,12.0
528,Fisherman's Brew,American Amber / Red Ale,230,2064,0.055,30.0,12.0
529,Cape Cod Red,American Amber / Red Ale,267,1928,0.055,35.0,16.0
530,Beach Blonde,American Blonde Ale,267,1927,0.049,10.0,16.0
531,Dark Voyage Black IPA (2013),American Black Ale,192,2227,0.065,80.0,12.0
532,Wisconsin Amber,Vienna Lager,192,2226,0.052000000000000005,28.0,12.0
533,Lake House,Munich Helles Lager,192,2225,0.046,18.0,12.0
534,Ghost Ship White IPA,American IPA,192,1954,0.056,55.0,12.0
535,Lake House,Munich Helles Lager,192,1910,0.046,18.0,16.0
536,Mutiny IPA,American IPA,192,1177,0.062,70.0,12.0
537,Wisconsin Amber (1998),Vienna Lager,192,840,0.052000000000000005,,12.0
538,Island Wheat,American Pale Wheat Ale,192,180,0.042,,12.0
539,Wisconsin Amber (2013),Vienna Lager,192,63,0.052000000000000005,,12.0
540,U.S. Pale Ale,American Pale Ale (APA),192,62,0.05,,12.0
541,Supper Club Lager,American Pale Lager,192,61,,,12.0
542,Carolina Lighthouse (2007),American Blonde Ale,504,784,0.04,,12.0
543,Carolina Blonde (2006),American Blonde Ale,504,783,0.05,,12.0
544,Carolina Blonde Light (2005),American Blonde Ale,504,782,0.035,,12.0
545,Santa's Secret,Winter Warmer,179,2255,0.059,22.0,16.0
546,Flagship IPA,English India Pale Ale (IPA),179,530,0.057,,12.0
547,Sky Blue Golden Ale,Kölsch,179,427,0.051,,12.0
548,Epitome,American Black Ale,222,2094,0.099,100.0,16.0
549,Monkey Chased the Weasel,Berliner Weissbier,222,1941,0.039,9.0,16.0
550,077XX,American Double / Imperial IPA,222,1940,0.078,80.0,16.0
551,Boat Beer,American IPA,222,1439,0.042,35.0,12.0
552,Granny Smith Hard Apple Cider,Cider,404,1465,0.069,,16.0
553,Dry Hard Apple Cider,Cider,404,1464,0.069,,16.0
554,Farmer Ted's Cream Ale,Cream Ale,331,1744,0.056,,12.0
555,Firewater India Pale Ale,American IPA,331,1743,0.052000000000000005,,12.0
556,White Zombie Ale,Witbier,331,1742,0.047,,12.0
557,King Winterbolt Winter Ale,Winter Warmer,331,1719,0.07,,12.0
558,White Zombie Ale,Witbier,331,638,0.047,,12.0
559,Firewater India Pale Ale,American IPA,331,507,0.052000000000000005,,12.0
560,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,480,0.056,,12.0
561,Whitecap Wit,Witbier,285,1882,0.048,16.0,16.0
562,Seiche Scottish Ale,Scottish Ale,285,1881,0.078,16.0,16.0
563,Peanut Butter Jelly Time,American Brown Ale,96,2446,0.058,,12.0
564,King Coconut,American Porter,96,2106,0.054000000000000006,,12.0
565,Gone A-Rye,American Double / Imperial IPA,29,2600,0.085,90.0,16.0
566,Special Release,,29,2210,,,16.0
567,Dankosaurus,American IPA,29,2052,0.068,70.0,16.0
568,Scruffy's Smoked Alt,Smoked Beer,29,1584,0.051,35.0,16.0
569,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,1182,0.051,36.0,16.0
570,The Lawn Ranger,Cream Ale,29,1050,0.05,18.0,16.0
571,All American Blonde Ale,American Blonde Ale,452,1219,0.05,,12.0
572,All American Red Ale,American Amber / Red Ale,452,1218,0.05,,12.0
573,Main St. Virginia Ale,Altbier,122,2377,0.05,40.0,12.0
574,Chin Music Amber Lager,American Amber / Red Lager,122,1839,0.045,24.0,12.0
575,Main St. Virginia Ale,Altbier,122,1248,0.05,40.0,12.0
576,Ray Ray’s Pale Ale,American Pale Ale (APA),122,1247,0.052000000000000005,42.0,12.0
577,Chai Ale,Herbed / Spiced Beer,350,1649,0.051,15.0,16.0
578,Lucky Day IPA,American IPA,350,1648,0.07200000000000001,85.0,16.0
579,Terrace Hill Double IPA,American Double / Imperial IPA,350,1647,0.095,99.0,16.0
580,Catch 23,American Black Ale,350,1646,0.075,77.0,16.0
581,Stickin' In My Rye,Rye Beer,236,2057,0.07,,24.0
582,Black Me Stout,American Stout,236,2056,0.06,45.0,12.0
583,Killer Kolsch,Kölsch,236,2055,0.05,22.0,12.0
584,Missile IPA,American IPA,236,1933,0.07,65.0,12.0
585,Enlighten,Kölsch,250,2019,0.045,,16.0
586,Ale Cider,Fruit / Vegetable Beer,250,2018,0.065,8.0,16.0
587,Pail Ale,American Pale Ale (APA),250,2017,0.055,30.0,16.0
588,Englishman,English Brown Ale,250,2016,0.045,,16.0
589,8 Barrel,American Strong Ale,226,2080,0.08,69.0,16.0
590,Oktoberfest,Märzen / Oktoberfest,226,2079,0.055,40.0,16.0
591,IPA #11,American IPA,121,2380,0.057,58.0,16.0
592,Blood Orange Honey,Fruit / Vegetable Beer,121,2379,0.057,10.0,16.0
593,Lighthouse Amber,Altbier,121,2354,0.052000000000000005,,16.0
594,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,2440,0.08900000000000001,126.0,12.0
595,Churchkey Pilsner Style Beer,American Pilsner,526,567,0.049,29.0,12.0
596,First Press,Cider,425,1342,0.05,,12.0
597,Magic Apple,Cider,425,1341,0.05,,12.0
598,Cubano Espresso,Bock,141,2349,0.055,25.0,12.0
599,Operation Homefront,American IPA,141,2014,0.062,65.0,12.0
600,Wandering Pelican,American Black Ale,141,2013,0.08199999999999999,65.0,12.0
601,Sugar Plum,American Brown Ale,141,2012,0.055,,12.0
602,Oktoberfest,Märzen / Oktoberfest,141,2011,0.055,,12.0
603,Puppy's Breath Porter,American Porter,141,2010,0.06,,12.0
604,Happening Now,American IPA,141,2009,0.045,,12.0
605,Hopped on the High Seas (Hop #529),American IPA,141,1726,0.07,60.0,12.0
606,Hopped on the High Seas (Calypso),American IPA,141,1725,0.07,60.0,12.0
607,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,1695,0.063,,12.0
608,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,1694,0.07,60.0,12.0
609,Hopped on the High Seas (Citra),American IPA,141,1693,0.07,60.0,12.0
610,Hopped on the High Seas (Ahtanum),American IPA,141,1692,0.07,60.0,12.0
611,Gwar Beer,American Pale Ale (APA),141,1369,0.055,,12.0
612,Tropical Heatwave,American Pale Wheat Ale,141,1243,0.052000000000000005,,16.0
613,Humidor Series India Pale Ale,American IPA,141,1142,0.075,70.0,12.0
614,Jai Alai IPA Aged on White Oak,American IPA,141,1141,0.075,70.0,12.0
615,José Martí American Porter,American Porter,141,1140,0.08,65.0,12.0
616,Invasion Pale Ale,American Pale Ale (APA),141,1139,0.05,,12.0
617,Maduro Brown Ale,English Brown Ale,141,1138,0.055,25.0,12.0
618,Maduro Brown Ale,American Brown Ale,141,571,0.055,25.0,12.0
619,Hotter Than Helles Lager,Munich Helles Lager,141,570,0.05,,12.0
620,Tocobaga Red Ale,American Amber / Red Ale,141,569,0.07200000000000001,75.0,12.0
621,Jai Alai IPA,American IPA,141,546,0.075,70.0,12.0
622,Florida Cracker Belgian Wit,Witbier,141,545,0.05,18.0,12.0
623,Shark Tracker Light lager,Light Lager,145,2338,0.048,,12.0
624,Pumple Drumkin,Pumpkin Ale,145,1365,0.06,,12.0
625,Grey Lady,Witbier,145,1094,0.045,,12.0
626,Summer of Lager,Munich Helles Lager,145,657,0.062,,12.0
627,Indie Pale Ale,American IPA,145,656,0.065,,12.0
628,Sankaty Light Lager,Light Lager,145,359,0.038,,12.0
629,Whale's Tale Pale Ale,English Pale Ale,145,56,0.056,,12.0
630,Jacaranada Rye IPA,American IPA,320,1772,0.067,60.0,16.0
631,Cascadian Dark Ale,American Black Ale,418,1393,0.06,75.0,12.0
632,Wheat the People,American Pale Wheat Ale,418,893,0.044,13.0,16.0
633,Tybee Island Blonde,American Blonde Ale,415,1407,0.047,17.0,12.0
634,Savannah Brown Ale,American Brown Ale,415,1406,0.062,55.0,12.0
635,Rhode Island Blueberry,Kölsch,101,2438,0.046,11.0,12.0
636,Newport Storm IPA,American IPA,101,2437,0.065,75.0,12.0
637,Hurricane Amber Ale (2004),American Amber / Red Ale,101,751,0.052000000000000005,24.0,12.0
638,Hurricane Amber Ale,American Amber / Red Ale,101,120,0.052000000000000005,24.0,12.0
639,Big Blue Van,Fruit / Vegetable Beer,232,2061,0.058,,16.0
640,Des Moines IPA,American IPA,482,970,0.068,75.0,16.0
641,Capital Gold Golden Lager,German Pilsener,482,969,0.048,22.0,16.0
642,Farmer John's Multi-Grain Ale,American Blonde Ale,482,968,0.056,21.0,16.0
643,Behemoth,American Pilsner,139,2351,0.05,,12.0
644,Arkansas Red,American Amber / Red Ale,139,1650,0.052000000000000005,,12.0
645,Core Oatmeal Stout,Oatmeal Stout,139,1337,0.057,,12.0
646,Core ESB,Extra Special / Strong Bitter (ESB),139,1336,0.061,,12.0
647,Chester's Beer (2005),American Pale Lager,512,737,0.038,,12.0
648,Heiner Brau Kölsch,Kölsch,553,129,0.05,,12.0
649,Trigger Blonde Ale,American Blonde Ale,515,716,0.048,,16.0
650,Crabtree Oatmeal Stout,Oatmeal Stout,515,659,0.075,29.0,16.0
651,Eclipse Black IPA,American Black Ale,515,556,0.077,71.0,16.0
652,Neomexicanus Native,American Pale Ale (APA),63,2538,0.06,46.0,12.0
653,Old Soul,Belgian Strong Pale Ale,63,2355,0.075,25.0,12.0
654,Snowcat Coffee Stout,American Stout,63,1689,0.059,,12.0
655,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,1163,,,12.0
656,Boohai Red Ale,American Amber / Red Ale,63,940,,,12.0
657,Lava Lake Wit,Witbier,63,685,0.052000000000000005,15.0,12.0
658,Mountain Livin' Pale Ale,American Pale Ale (APA),63,613,0.06,,12.0
659,Crazy Mountain Amber Ale,American Amber / Red Ale,63,356,0.052000000000000005,25.0,12.0
660,Tropicalia,American IPA,247,2029,0.065,65.0,12.0
661,Athena,Berliner Weissbier,247,2028,0.045,,12.0
662,Aviator Raspberry Blonde,American Blonde Ale,169,2293,0.049,25.0,12.0
663,3 Picket Porter,American Porter,169,1105,0.055,,12.0
664,Rusty Nail Pale Ale,American Pale Ale (APA),169,1104,0.056,,12.0
665,Red Water Irish Style Red,American Amber / Red Ale,212,2145,0.065,,12.0
666,Mjöllnir,Herbed / Spiced Beer,212,1804,0.066,,12.0
667,Bear Butte Nut Brown Ale,American Brown Ale,212,1602,0.055,,12.0
668,Easy Livin' Summer Ale,American Blonde Ale,212,1301,0.045,,12.0
669,Canyon Cream Ale,Cream Ale,212,542,0.055,,12.0
670,Pile O'Dirt Porter,American Porter,212,272,0.069,,12.0
671,11th Hour IPA,American IPA,212,271,0.06,,12.0
672,South Ridge Amber Ale,American Amber / Red Ale,472,1057,0.06,31.0,16.0
673,Summertime Ale,Kölsch,472,681,0.052000000000000005,23.0,16.0
674,Lost River Blonde Ale,American Blonde Ale,315,1789,0.049,,16.0
675,Monon Wheat,Witbier,315,1788,0.054000000000000006,,16.0
676,Floyd's Folly,Scottish Ale,315,1787,0.08,,16.0
677,Half Court IPA,American IPA,315,1786,0.063,,16.0
678,Geary's Pale Ale,English Pale Ale,323,1763,0.045,,12.0
679,Geary's Summer Ale,Kölsch,323,1311,0.06,,12.0
680,Stone of Arbroath,Scotch Ale / Wee Heavy,227,2078,0.08,,12.0
681,The Tradition,American Blonde Ale,227,1809,0.05,15.0,12.0
682,El Hefe Speaks,Hefeweizen,227,1263,0.053,11.0,12.0
683,Penn Quarter Porter,American Porter,227,1092,0.055,,12.0
684,On the Wings of Armageddon,American Double / Imperial IPA,227,851,0.092,115.0,12.0
685,The Corruption,American IPA,227,186,0.065,80.0,12.0
686,The Citizen,Belgian Pale Ale,227,185,0.07,,12.0
687,The Public,American Pale Ale (APA),227,184,0.06,,12.0
688,Dank IPA,American IPA,451,1224,0.065,,16.0
689,Dank IPA (2012),American IPA,451,964,0.065,,16.0
690,Lift Off IPA,American IPA,358,1623,0.07200000000000001,,16.0
691,BrewFarm Select Golden Lager,American Pale Lager,554,110,0.055,,12.0
692,Sprocket Blonde Ale (2006),American Blonde Ale,333,1735,0.05,,12.0
693,Sprocket Pale Ale (2006),American Pale Ale (APA),333,1734,0.05,,12.0
694,Dead Armadillo Amber Ale,American Amber / Red Ale,330,1746,0.063,37.0,12.0
695,Neato Bandito,Euro Pale Lager,127,2371,0.06,,12.0
696,Oak Cliff Coffee Ale,American Brown Ale,127,2251,0.075,33.0,12.0
697,Dream Crusher Double IPA,American Double / Imperial IPA,127,2166,0.085,100.0,12.0
698,Deep Ellum Pale Ale,American Pale Ale (APA),127,1827,0.06,,12.0
699,Double Brown Stout,Baltic Porter,127,1203,0.07,,12.0
700,Farmhouse Wit,Saison / Farmhouse Ale,127,1202,0.048,25.0,16.0
701,Rye Pils Session Lager,German Pilsener,127,1161,0.046,,12.0
702,Dallas Blonde,American Blonde Ale,127,946,0.052000000000000005,23.0,12.0
703,Deep Ellum IPA,American IPA,127,943,0.07,70.0,12.0
704,Thrasher Session India Pale Ale,American IPA,283,1886,0.045,44.0,12.0
705,Gutch English Style Mild Ale,English Pale Mild Ale,283,1885,0.05,16.0,12.0
706,Chuli Stout,Irish Dry Stout,453,1213,0.059,55.0,12.0
707,Mother Ale,American Blonde Ale,453,1159,0.056,46.0,12.0
708,Twister Creek India Pale Ale,American IPA,453,947,0.065,71.0,12.0
709,Single Engine Red,Irish Red Ale,453,929,0.058,46.0,12.0
710,Incredible Pedal IPA,American IPA,263,1944,0.07,,12.0
711,Graham Cracker Porter,American Porter,263,1943,0.05,,12.0
712,Mirror Pond Pale Ale,American Pale Ale (APA),454,1210,0.05,40.0,12.0
713,Weissenheimer,Hefeweizen,57,2550,0.052000000000000005,16.0,12.0
714,Abbey's Single (2015- ),Abbey Single Ale,57,2505,0.049,22.0,12.0
715,Vertex IPA,American IPA,57,2025,0.063,76.0,12.0
716,Here Gose Nothin',Gose,57,2021,0.05,12.0,12.0
717,Strawberry Blonde,Fruit / Vegetable Beer,57,2015,0.05,,12.0
718,Hoperation Overload,American Double / Imperial IPA,57,1888,0.096,85.0,12.0
719,Abbey's Single Ale (Current),Abbey Single Ale,57,1887,0.049,22.0,12.0
720,Bravo Four Point,American Pale Ale (APA),237,2051,0.044,45.0,12.0
721,Striped Bass Pale Ale,American Pale Ale (APA),237,1201,0.052000000000000005,26.0,12.0
722,Deadicated Amber,American Amber / Red Ale,491,924,0.054000000000000006,27.0,16.0
723,Kaleidoscope Collaboration 2012,American Black Ale,491,731,,,16.0
724,California Sunshine Rye IPA,American IPA,491,730,0.071,85.0,16.0
725,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,647,0.07400000000000001,12.0,16.0
726,12 Man Pale Ale,American Pale Ale (APA),319,1773,0.045,,12.0
727,Filthy Hoppin' IPA,American IPA,311,1795,0.065,72.0,16.0
728,Dock Street Amber Beer (1992),American Amber / Red Ale,488,944,,,12.0
729,Dolores River Hefeweizen,Hefeweizen,531,524,,,16.0
730,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,450,,,16.0
731,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,449,,,16.0
732,Dolores River Pale Ale,American Pale Ale (APA),531,448,,,16.0
733,Dolores River Dry Stout,Irish Dry Stout,531,447,,,16.0
734,Dolores River Mild,English Dark Mild Ale,531,446,,,16.0
735,Cranberry Blend,Cider,446,1246,0.049,,12.0
736,Orignal Blend,Cider,446,977,0.051,,12.0
737,Hop Abomination,American IPA,496,881,0.066,100.0,12.0
738,Apricot Blonde,Fruit / Vegetable Beer,496,880,0.051,17.0,12.0
739,Dry Dock Hefeweizen,Hefeweizen,496,872,0.043,12.0,12.0
740,Dry Dock Amber Ale,American Amber / Red Ale,496,871,0.058,49.0,12.0
741,Category 3 IPA,American IPA,340,1685,0.061,64.0,12.0
742,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,457,0.045,18.0,12.0
743,Pumpkin Patch Ale,Pumpkin Ale,369,1590,0.05,,16.0
744,Crank Yanker IPA,American IPA,369,1382,0.078,74.0,16.0
745,River Runners Pale Ale,American Pale Ale (APA),369,1110,0.06,,16.0
746,Pumpkin Patch Ale (2012),Pumpkin Ale,369,1014,0.05,,16.0
747,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,911,0.055,,16.0
748,Boater Beer,German Pilsener,369,680,0.045,,16.0
749,Crank Yanker IPA (2011),American IPA,369,395,0.078,74.0,16.0
750,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,1642,0.057,,16.0
751,Dottie Seattle Lager,American Amber / Red Lager,516,673,0.049,25.0,16.0
752,Nut Sack Imperial Brown Ale,American Brown Ale,465,1107,0.07,,12.0
753,Underachiever,American Adjunct Lager,473,1039,0.05,,16.0
754,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,2477,0.052000000000000005,,12.0
755,Element 29,American Pale Ale (APA),81,2008,0.052000000000000005,,12.0
756,Hop Syndrome,American Pale Lager,81,2004,0.05,,12.0
757,Escape to Colorado,American IPA,81,2003,0.062,,12.0
